roc_auc,auprc,f1,precision,recall,set,dataset,model
0.7014059238113846,0.5479993067507695,0.105,0.7777777777777778,0.05630026809651475,train,20_phenotypes,EBM
0.6881261464653591,0.5344512635537868,0.0850253807106599,0.7976190476190477,0.044906166219839144,train,20_phenotypes,EBM
0.6780114727941736,0.5207606989804985,0.034165571616294355,0.8666666666666667,0.01742627345844504,train,20_phenotypes,EBM
0.7387721016813016,0.591163126753327,0.3189926547743966,0.7342995169082126,0.2037533512064343,train,20_phenotypes,EBM
0.7581141255386352,0.6157845730341304,0.3754980079681275,0.7306201550387597,0.2526809651474531,train,20_phenotypes,EBM
0.6518327164580868,0.5189164858040978,0.08205128205128205,0.9411764705882353,0.04289544235924933,valid,20_phenotypes,EBM
0.6967325511138126,0.536879240897781,0.04177545691906005,0.8,0.021447721179624665,valid,20_phenotypes,EBM
0.6890695495182584,0.5582337065618241,0.010666666666666666,1.0,0.005361930294906166,valid,20_phenotypes,EBM
0.5849858715669356,0.423326720845429,0.23387096774193547,0.4715447154471545,0.1554959785522788,valid,20_phenotypes,EBM
0.5202917584743463,0.3670919708662428,0.2582897033158813,0.37,0.19839142091152814,valid,20_phenotypes,EBM
0.6386490414065453,0.4484937672003205,0.0,0.0,0.0,test,20_phenotypes,EBM
0.6291893661944296,0.4392074673664674,0.002574002574002574,1.0,0.001288659793814433,test,20_phenotypes,EBM
0.6329909940438176,0.4406452467796089,0.0,0.0,0.0,test,20_phenotypes,EBM
0.6265444367693251,0.4364704596557344,0.0813397129186603,0.5666666666666667,0.04381443298969072,test,20_phenotypes,EBM
0.6259799353552205,0.4269121375129441,0.17573221757322177,0.4666666666666667,0.10824742268041238,test,20_phenotypes,EBM
0.6709367413429428,0.4988549265543443,0.5224093634027976,0.4549975136747887,0.6132707774798928,train,20_phenotypes,RF
0.6664937923536414,0.48808849665589615,0.5217637083097796,0.45112414467253176,0.618632707774799,train,20_phenotypes,RF
0.6650211383790472,0.49236861213470706,0.5146504206556426,0.4537084398976982,0.5945040214477212,train,20_phenotypes,RF
0.6856087844120509,0.5096108278756557,0.5312767780634104,0.46291687406669985,0.6233243967828418,train,20_phenotypes,RF
0.6951809787150904,0.5261272750311043,0.537934968625214,0.4682224428997021,0.6320375335120644,train,20_phenotypes,RF
0.6558125567579498,0.4980240351395111,0.4788029925187032,0.44755244755244755,0.514745308310992,valid,20_phenotypes,RF
0.6760337635178894,0.5216766877814341,0.5149700598802396,0.4653679653679654,0.5764075067024129,valid,20_phenotypes,RF
0.6821645265979963,0.5136528134345457,0.5351089588377723,0.4878587196467991,0.5924932975871313,valid,20_phenotypes,RF
0.5626553494480685,0.38123200850486666,0.4668769716088328,0.38408304498269896,0.5951742627345844,valid,20_phenotypes,RF
0.5087176592750178,0.34344600457322466,0.4352941176470588,0.34312210200927357,0.5951742627345844,valid,20_phenotypes,RF
0.6387304990420581,0.44452042748797194,0.5081799591002044,0.4211864406779661,0.6404639175257731,test,20_phenotypes,RF
0.6327254421520455,0.43997625179392363,0.5007940709370037,0.4249775381850854,0.6095360824742269,test,20_phenotypes,RF
0.6387769298943006,0.4418897302931184,0.4978813559322034,0.4226618705035971,0.6056701030927835,test,20_phenotypes,RF
0.6317442849322924,0.4309905245182885,0.5050200803212851,0.4136513157894737,0.6481958762886598,test,20_phenotypes,RF
0.6352571454637872,0.4307485354994197,0.5156325156325157,0.4113584036838066,0.6907216494845361,test,20_phenotypes,RF
0.6053244383902632,0.42372489200996055,0.47196401799100446,0.4270211611502984,0.5274798927613941,train,20_phenotypes,LR
0.5991991023651105,0.4185445522361065,0.46990404187263746,0.4149974319465845,0.5415549597855228,train,20_phenotypes,LR
0.6035638113121534,0.42493856189769236,0.47069541451563923,0.4303164908384231,0.5194369973190348,train,20_phenotypes,LR
0.6253783109557768,0.44522471499347505,0.47473487211478477,0.44399066511085183,0.510053619302949,train,20_phenotypes,LR
0.6375323135897075,0.46434800610104154,0.4861244019138756,0.46378575776019476,0.5107238605898123,train,20_phenotypes,LR
0.6040095082002801,0.4688914020022663,0.4552058111380145,0.41501103752759383,0.5040214477211796,valid,20_phenotypes,LR
0.6367418856483341,0.48060086865280705,0.49816849816849823,0.45739910313901344,0.546916890080429,valid,20_phenotypes,LR
0.6276497595814655,0.45579666981654154,0.5056039850560398,0.4720930232558139,0.5442359249329759,valid,20_phenotypes,LR
0.5506398497791188,0.36142119226619346,0.4289099526066351,0.3842887473460722,0.48525469168900803,valid,20_phenotypes,LR
0.5025706150300479,0.3259022015163938,0.3986562150055991,0.3423076923076923,0.4772117962466488,valid,20_phenotypes,LR
0.6100321594745004,0.41311694726244697,0.460390355912744,0.41511387163561075,0.5167525773195877,test,20_phenotypes,LR
0.6082840786163932,0.40821509646407206,0.4682762492981471,0.41492537313432837,0.5373711340206185,test,20_phenotypes,LR
0.6140309148018298,0.416725963652418,0.4660766961651917,0.42981501632208924,0.509020618556701,test,20_phenotypes,LR
0.6192784156815724,0.4113277960033274,0.47134502923976607,0.43147751605995716,0.5193298969072165,test,20_phenotypes,LR
0.6177543433211256,0.4119419473904478,0.46710136336692354,0.43249176728869376,0.5077319587628866,test,20_phenotypes,LR
0.5612470286874125,0.39855523320690833,0.4556213017751479,0.36037441497659906,0.6193029490616622,train,20_phenotypes,GFN
0.5658505280524471,0.38557026025672836,0.5015136226034309,0.33475527615626405,0.9993297587131368,train,20_phenotypes,GFN
0.5693729128451154,0.382515917356523,0.009296148738379814,0.5,0.004691689008042895,train,20_phenotypes,GFN
0.587028479375382,0.40976574061765403,0.4787976382179281,0.39928379588182633,0.5978552278820375,train,20_phenotypes,GFN
0.5948484133100331,0.41795952127809605,0.41381645783948523,0.4182067077344285,0.40951742627345844,train,20_phenotypes,GFN
0.5420850021527319,0.40055112407135146,0.44796828543111983,0.3553459119496855,0.6058981233243967,valid,20_phenotypes,GFN
0.5731404196198892,0.3922305904468694,0.5016812373907195,0.3348294434470377,1.0,valid,20_phenotypes,GFN
0.5674130676247228,0.3936065965682844,0.010666666666666666,1.0,0.005361930294906166,valid,20_phenotypes,GFN
0.48725003889389384,0.33521529003357514,0.40325865580448067,0.3251231527093596,0.5308310991957105,valid,20_phenotypes,GFN
0.4825086018821027,0.3206839645363686,0.35622817229336434,0.3148148148148148,0.4101876675603217,valid,20_phenotypes,GFN
0.5654035574178581,0.3963141510588519,0.4534220532319392,0.35918674698795183,0.6146907216494846,test,20_phenotypes,GFN
0.5525963806743389,0.3633445098388067,0.4952137843012125,0.3290924512298558,1.0,test,20_phenotypes,GFN
0.5527144942458326,0.3602897794826454,0.010152284263959392,0.3333333333333333,0.005154639175257732,test,20_phenotypes,GFN
0.5662275014010714,0.3754644269090648,0.46989720998531564,0.3788476716653512,0.6185567010309279,test,20_phenotypes,GFN
0.5910765604024659,0.39658904372934356,0.40127795527156546,0.3979721166032953,0.40463917525773196,test,20_phenotypes,GFN
1.0,1.0,1.0,1.0,1.0,train,20_phenotypes,XGB
1.0,1.0,1.0,1.0,1.0,train,20_phenotypes,XGB
1.0,1.0,1.0,1.0,1.0,train,20_phenotypes,XGB
1.0,1.0,1.0,1.0,1.0,train,20_phenotypes,XGB
1.0,1.0,1.0,1.0,1.0,train,20_phenotypes,XGB
0.6091724464801931,0.4497004759086331,0.37539432176656146,0.4559386973180077,0.3190348525469169,valid,20_phenotypes,XGB
0.6329718914733731,0.4523727544144437,0.40620155038759687,0.48161764705882354,0.3512064343163539,valid,20_phenotypes,XGB
0.6127108863104347,0.4469892864064373,0.3963963963963964,0.45051194539249145,0.353887399463807,valid,20_phenotypes,XGB
0.560618394821866,0.39869349181071095,0.3866481223922114,0.40173410404624277,0.3726541554959786,valid,20_phenotypes,XGB
0.5378283820501967,0.3760290559959871,0.3718459495351925,0.3684210526315789,0.3753351206434316,valid,20_phenotypes,XGB
0.5770764365868599,0.38966912475219634,0.38205302515295714,0.40431654676258993,0.36211340206185566,test,20_phenotypes,XGB
0.5673890872834856,0.37015694186595843,0.37558062375580625,0.387140902872777,0.3646907216494845,test,20_phenotypes,XGB
0.5870057150677076,0.3955376306325235,0.4254278728606357,0.4046511627906977,0.4484536082474227,test,20_phenotypes,XGB
0.6018888396522737,0.40413383533793157,0.44792293798916316,0.42033898305084744,0.4793814432989691,test,20_phenotypes,XGB
0.5777012166512441,0.3882761801702139,0.39486552567237165,0.3755813953488372,0.4162371134020619,test,20_phenotypes,XGB
0.6853470420741481,0.532688862747616,0.06197546804389929,0.8421052631578947,0.032171581769437,train,20_aggregate,EBM
0.6713446749736789,0.5172839674317078,0.11446153846153846,0.6992481203007519,0.06233243967828418,train,20_aggregate,EBM
0.674125588383208,0.5155968424780115,0.06334841628959277,0.8909090909090909,0.03284182305630027,train,20_aggregate,EBM
0.714447023803063,0.5785227369446032,0.19176470588235295,0.7836538461538461,0.10924932975871314,train,20_aggregate,EBM
0.7195762691168011,0.5868173035776852,0.15543412264723744,0.8258064516129032,0.08579088471849866,train,20_aggregate,EBM
0.6352295463343862,0.5028498965976429,0.05181347150259067,0.7692307692307693,0.02680965147453083,valid,20_aggregate,EBM
0.6368070103077864,0.48331732406728256,0.10810810810810809,0.6470588235294118,0.058981233243967826,valid,20_aggregate,EBM
0.6554887424790063,0.5268533529191457,0.05167958656330749,0.7142857142857143,0.02680965147453083,valid,20_aggregate,EBM
0.597513323419913,0.444055594918708,0.17351598173515984,0.5846153846153846,0.10187667560321716,valid,20_aggregate,EBM
0.5787628485526044,0.42674121098479173,0.1377672209026128,0.6041666666666666,0.0777479892761394,valid,20_aggregate,EBM
0.6224866246562488,0.457477904678967,0.0754257907542579,0.6739130434782609,0.03994845360824742,test,20_aggregate,EBM
0.6198123704823595,0.4592359005695207,0.13657407407407407,0.6704545454545454,0.07603092783505154,test,20_aggregate,EBM
0.6217013730499041,0.46154459145635884,0.061124694376528114,0.5952380952380952,0.03221649484536082,test,20_aggregate,EBM
0.6229476748732519,0.457253775658523,0.15229563269876817,0.5811965811965812,0.08762886597938144,test,20_aggregate,EBM
0.6229240521589531,0.4549404045563271,0.136986301369863,0.6,0.07731958762886598,test,20_aggregate,EBM
0.6956483838230346,0.5444386434932433,0.5277864017385906,0.4916136495083864,0.5697050938337802,train,20_aggregate,RF
0.6989057474320984,0.5500832511155997,0.5313949891741417,0.49339460080413555,0.5757372654155496,train,20_aggregate,RF
0.7018087695781008,0.5486891777896142,0.5402124430955992,0.49362174154187466,0.596514745308311,train,20_aggregate,RF
0.7022622678577243,0.5556564071918233,0.5399449035812671,0.49690140845070424,0.5911528150134048,train,20_aggregate,RF
0.7035870345848122,0.5523741989735114,0.5406392694063927,0.4952593418851088,0.5951742627345844,train,20_aggregate,RF
0.6029892218688606,0.4673404770747234,0.429305912596401,0.4123456790123457,0.4477211796246649,valid,20_aggregate,RF
0.629882088186025,0.4768937022009799,0.4744897959183673,0.45255474452554745,0.49865951742627346,valid,20_aggregate,RF
0.6418161820306592,0.5077807920215178,0.46571798188874514,0.45,0.48257372654155495,valid,20_aggregate,RF
0.59110939857377,0.4276924044891207,0.46067415730337086,0.3965183752417795,0.5495978552278821,valid,20_aggregate,RF
0.551746968989808,0.3930478908567143,0.42718446601941745,0.3574007220216607,0.5308310991957105,valid,20_aggregate,RF
0.6153264984946629,0.44033657556910644,0.46399055489964575,0.42810457516339867,0.5064432989690721,test,20_aggregate,RF
0.6197219525069402,0.448851067897309,0.4571092831962397,0.4200863930885529,0.5012886597938144,test,20_aggregate,RF
0.622299272094569,0.46032994727947646,0.4686240644789868,0.42351716961498437,0.5244845360824743,test,20_aggregate,RF
0.6218716195081262,0.45641194120998885,0.47282913165266105,0.4182358771060456,0.5438144329896907,test,20_aggregate,RF
0.6231513189620342,0.4506961231957429,0.47565118912797283,0.42424242424242425,0.5412371134020618,test,20_aggregate,RF
0.6083603103190023,0.4585293189559954,0.45832012678288425,0.43475646422128683,0.48458445040214476,train,20_aggregate,LR
0.6037357811160196,0.4593046304783141,0.44678811121764145,0.4270006108735492,0.46849865951742625,train,20_aggregate,LR
0.6014455639252803,0.45510915153636244,0.44202434336963486,0.4233128834355828,0.4624664879356568,train,20_aggregate,LR
0.6093469036842467,0.47078105106075496,0.4412928759894459,0.4344155844155844,0.44839142091152817,train,20_aggregate,LR
0.6174836419518583,0.47234916395562054,0.4506949040370616,0.44509803921568625,0.4564343163538874,train,20_aggregate,LR
0.586038720228081,0.4706413297808002,0.42392717815344605,0.4116161616161616,0.43699731903485256,valid,20_aggregate,LR
0.598618633612284,0.46554622972080545,0.42133333333333334,0.41909814323607425,0.42359249329758714,valid,20_aggregate,LR
0.6232230917570272,0.47592555480182414,0.4558629776021081,0.4481865284974093,0.46380697050938335,valid,20_aggregate,LR
0.5867605185370107,0.4192047425546384,0.44388398486759145,0.41904761904761906,0.4718498659517426,valid,20_aggregate,LR
0.5572174403838014,0.4083534913021278,0.4121951219512195,0.378076062639821,0.45308310991957107,valid,20_aggregate,LR
0.593680761009814,0.4439919655381503,0.4351464435146444,0.4057971014492754,0.4690721649484536,test,20_aggregate,LR
0.599852806052628,0.450568333236663,0.44201578627808136,0.417910447761194,0.4690721649484536,test,20_aggregate,LR
0.6023519263101645,0.45459083115585486,0.44147968465736814,0.41695303550973656,0.4690721649484536,test,20_aggregate,LR
0.6016408011521368,0.44620070392113553,0.4430693069306931,0.4261904761904762,0.46134020618556704,test,20_aggregate,LR
0.606495676228707,0.4474795962350807,0.45110024449877745,0.4290697674418605,0.47551546391752575,test,20_aggregate,LR
0.593948087505834,0.44242213947848164,0.49767347764515474,0.3564184294407418,0.824396782841823,train,20_aggregate,GFN
0.5905734768970271,0.44402376526102993,0.40873299928418033,0.43855606758832566,0.3827077747989276,train,20_aggregate,GFN
0.5940774323155796,0.4445641692329219,0.21750951604132684,0.5763688760806917,0.13404825737265416,train,20_aggregate,GFN
0.608284557676931,0.46780034728590103,0.5034615384615384,0.3530204962243797,0.8773458445040214,train,20_aggregate,GFN
0.6050083124391717,0.4626436098815837,0.47911424257674884,0.3835616438356164,0.6380697050938338,train,20_aggregate,GFN
0.5899660989967185,0.4378720130245672,0.5040650406504065,0.3617269544924154,0.8310991957104558,valid,20_aggregate,GFN
0.590246496836027,0.4476978132448576,0.39432624113475184,0.4186746987951807,0.3726541554959786,valid,20_aggregate,GFN
0.5847832615153061,0.4608897389980997,0.2405345211581292,0.7105263157894737,0.1447721179624665,valid,20_aggregate,GFN
0.5758702282619312,0.40147406812965164,0.49429657794676807,0.34501061571125263,0.871313672922252,valid,20_aggregate,GFN
0.5286910305253751,0.3885570601927644,0.43838193791157104,0.33768115942028987,0.6246648793565683,valid,20_aggregate,GFN
0.5972274264600467,0.4354612891921097,0.5001906214258482,0.35517054683270166,0.845360824742268,test,20_aggregate,GFN
0.58060681050999,0.4294650041488129,0.4021519838601211,0.42053445850914206,0.3853092783505155,test,20_aggregate,GFN
0.5796069180340686,0.43417352029820017,0.23578076525336092,0.5968586387434555,0.14690721649484537,test,20_aggregate,GFN
0.5937760664433641,0.4411705609205322,0.49649575802286977,0.34780361757105943,0.8672680412371134,test,20_aggregate,GFN
0.6045081099221916,0.44319851241367075,0.4829545454545454,0.38173652694610777,0.6572164948453608,test,20_aggregate,GFN
0.9999155414572728,0.999748506199587,0.9916749916749917,0.985440105890139,0.9979892761394102,train,20_aggregate,XGB
0.9999015215653074,0.9997035162975487,0.9910269192422733,0.982860909690178,0.9993297587131368,train,20_aggregate,XGB
0.999895190001194,0.9996822378207859,0.991008991008991,0.984778292521509,0.9973190348525469,train,20_aggregate,XGB
0.9999521740782147,0.999858116602014,0.9943200801871034,0.9913391072618255,0.9973190348525469,train,20_aggregate,XGB
0.9999293352219485,0.999790159554302,0.992992992992993,0.988704318936877,0.9973190348525469,train,20_aggregate,XGB
0.5765269019114088,0.4006544069496485,0.3322784810126583,0.40540540540540543,0.28150134048257375,valid,20_aggregate,XGB
0.5743814061861191,0.4110705811600857,0.3494539781591263,0.417910447761194,0.3002680965147453,valid,20_aggregate,XGB
0.5748499419305121,0.41241092400969515,0.365625,0.43820224719101125,0.3136729222520107,valid,20_aggregate,XGB
0.5637353333839858,0.3901204199435122,0.36619718309859156,0.3857566765578635,0.3485254691689008,valid,20_aggregate,XGB
0.5586429468184795,0.38408208874011684,0.3788300835654596,0.39420289855072466,0.3646112600536193,valid,20_aggregate,XGB
0.5481581614034172,0.3698578755956435,0.33576642335766427,0.3872053872053872,0.2963917525773196,test,20_aggregate,XGB
0.5636416287617136,0.3810753314409285,0.34014598540145985,0.39225589225589225,0.3002577319587629,test,20_aggregate,XGB
0.5406624297835182,0.35911679026841836,0.3005952380952381,0.35563380281690143,0.2603092783505155,test,20_aggregate,XGB
0.5726915720671992,0.38942027651018024,0.3620933521923621,0.4012539184952978,0.32989690721649484,test,20_aggregate,XGB
0.5758089557782788,0.39921507361899466,0.360655737704918,0.40350877192982454,0.32603092783505155,test,20_aggregate,XGB
0.6232890078619935,0.4649805807012664,0.00668002672010688,1.0,0.003351206434316354,train,20_latest+demo,EBM
0.6230720387274642,0.4660810209020366,0.006675567423230975,0.8333333333333334,0.003351206434316354,train,20_latest+demo,EBM
0.6503845972944322,0.5026598831022453,0.10407523510971788,0.8058252427184466,0.05563002680965148,train,20_latest+demo,EBM
0.6625707100035095,0.5099011283078885,0.18501170960187355,0.7314814814814815,0.10589812332439678,train,20_latest+demo,EBM
0.6688853145701953,0.523837814831065,0.24265927977839336,0.6996805111821086,0.1467828418230563,train,20_latest+demo,EBM
0.670168926130546,0.5274316690888421,0.005333333333333333,0.5,0.002680965147453083,valid,20_latest+demo,EBM
0.6951225248106863,0.5523859443392498,0.010666666666666666,1.0,0.005361930294906166,valid,20_latest+demo,EBM
0.597710506416588,0.4294494798875287,0.09382716049382715,0.59375,0.05093833780160858,valid,20_latest+demo,EBM
0.5699131309403639,0.41534237603997354,0.15525114155251143,0.5230769230769231,0.09115281501340483,valid,20_latest+demo,EBM
0.557121562412941,0.38954456677045646,0.09313725490196077,0.5428571428571428,0.05093833780160858,valid,20_latest+demo,EBM
0.6200648891524496,0.4535942627035072,0.007692307692307693,0.75,0.003865979381443299,test,20_latest+demo,EBM
0.6223404082005031,0.4629495329772463,0.010243277848911651,0.8,0.005154639175257732,test,20_latest+demo,EBM
0.6240497966817418,0.4585107786359286,0.08622754491017966,0.6101694915254238,0.04639175257731959,test,20_latest+demo,EBM
0.6281108671002386,0.45997792920061,0.15973003374578176,0.6283185840707964,0.09149484536082474,test,20_latest+demo,EBM
0.6261326684218073,0.4593897972980844,0.20171673819742486,0.6025641025641025,0.1211340206185567,test,20_latest+demo,EBM
0.612942553718799,0.43369262344148213,0.4938732019179541,0.40981432360742703,0.621313672922252,train,20_latest+demo,RF
0.6147364215085043,0.43803751055448575,0.4941050375133977,0.41160714285714284,0.6179624664879356,train,20_latest+demo,RF
0.6301708527350547,0.45227724227401195,0.513930213686773,0.4308390022675737,0.6367292225201072,train,20_latest+demo,RF
0.6350590463579034,0.45737858585192787,0.5134698275862069,0.4292792792792793,0.6387399463806971,train,20_latest+demo,RF
0.6425806053337096,0.46353724448400035,0.502543810062182,0.4345063538611926,0.5958445040214477,train,20_latest+demo,RF
0.6433900279674232,0.4824508811135588,0.5061867266591675,0.436046511627907,0.6032171581769437,valid,20_latest+demo,RF
0.6605992192276938,0.47873342227526805,0.5236523652365237,0.44402985074626866,0.6380697050938338,valid,20_latest+demo,RF
0.5909248787053217,0.40548386042847046,0.49333333333333323,0.3825701624815362,0.6943699731903485,valid,20_latest+demo,RF
0.5690773644773928,0.38174109873524875,0.4569606801275239,0.3785211267605634,0.5764075067024129,valid,20_latest+demo,RF
0.5472045239930099,0.3672137504257801,0.28934817170111293,0.35546875,0.24396782841823056,valid,20_latest+demo,RF
0.5980978012955023,0.40915810832912586,0.46445012787723783,0.3850720949957591,0.5850515463917526,test,20_latest+demo,RF
0.6061502958541322,0.4166642521327021,0.4767263427109974,0.39525021204410515,0.6005154639175257,test,20_latest+demo,RF
0.6068626428766927,0.4233252922960141,0.4912805181863478,0.40048740861088544,0.6353092783505154,test,20_latest+demo,RF
0.6050001140406898,0.4153303573645098,0.4761904761904762,0.39507221750212407,0.5992268041237113,test,20_latest+demo,RF
0.6009903619325662,0.4122563564692991,0.4471126357918811,0.40184994861253853,0.5038659793814433,test,20_latest+demo,RF
0.6185813768800223,0.4607019973589602,0.48696145124716556,0.4219056974459725,0.5757372654155496,train,20_latest+demo,LR
0.6103019522925689,0.4516368233548305,0.456555590158829,0.4264107038976149,0.4912868632707775,train,20_latest+demo,LR
0.6355237379383702,0.4886945070223363,0.4713656387665198,0.4442467378410439,0.5020107238605898,train,20_latest+demo,LR
0.6445679250198088,0.4900876941862124,0.4852621780949426,0.4517619872905835,0.5241286863270778,train,20_latest+demo,LR
0.649471834489296,0.4904701190990731,0.4908536585365854,0.45022371364653246,0.539544235924933,train,20_latest+demo,LR
0.671607095693451,0.5365267148905035,0.5207823960880196,0.4786516853932584,0.5710455764075067,valid,20_latest+demo,LR
0.6973693255617908,0.5535718432554846,0.5107913669064749,0.46203904555314534,0.5710455764075067,valid,20_latest+demo,LR
0.5931264539984732,0.4248931918468999,0.48539778449144005,0.38870967741935486,0.646112600536193,valid,20_latest+demo,LR
0.5712083880561374,0.41840172154639477,0.4141291108404385,0.3794642857142857,0.45576407506702415,valid,20_latest+demo,LR
0.5589739971706954,0.3925817387300852,0.2832764505119454,0.38967136150234744,0.2225201072386059,valid,20_latest+demo,LR
0.6186992518930755,0.44893486490865286,0.4754098360655738,0.4127134724857685,0.5605670103092784,test,20_latest+demo,LR
0.6239255737875845,0.45867875237400474,0.4605341246290801,0.42684268426842686,0.5,test,20_latest+demo,LR
0.6249478671132717,0.4528262612950226,0.4738355376653249,0.42782969885773625,0.5309278350515464,test,20_latest+demo,LR
0.6243446733222986,0.4563180968434142,0.4597156398104265,0.42543859649122806,0.5,test,20_latest+demo,LR
0.6223974285453622,0.45578437624080226,0.46115906288532676,0.44208037825059104,0.48195876288659795,test,20_latest+demo,LR
0.6083125974608619,0.44943873305589055,0.5007334963325184,0.39414934565050036,0.6863270777479893,train,20_latest+demo,GFN
0.6010868129800683,0.4368688058047168,0.23547717842323648,0.5206422018348624,0.15214477211796246,train,20_latest+demo,GFN
0.6344217065917009,0.4785773057104782,0.4932551319648094,0.43847758081334726,0.5636729222520107,train,20_latest+demo,GFN
0.6384731161787744,0.4821125621383075,0.520808561236623,0.403612237375599,0.7339142091152815,train,20_latest+demo,GFN
0.647367154739809,0.492056774343655,0.49104704097116836,0.44869661674986133,0.542225201072386,train,20_latest+demo,GFN
0.6649390541728626,0.5153642779894221,0.5307317073170732,0.4171779141104294,0.7292225201072386,valid,20_latest+demo,GFN
0.6758076362281246,0.5227363784130996,0.3092369477911647,0.616,0.2064343163538874,valid,20_latest+demo,GFN
0.5905757381699247,0.42670219292568434,0.4536741214057508,0.3763250883392226,0.5710455764075067,valid,20_latest+demo,GFN
0.5736035283093277,0.42057883734862367,0.48612440191387557,0.37797619047619047,0.6809651474530831,valid,20_latest+demo,GFN
0.5338159794206077,0.36742482636602064,0.2992125984251969,0.36259541984732824,0.2546916890080429,valid,20_latest+demo,GFN
0.6140178815801478,0.447340872432779,0.49168207024029575,0.38328530259365995,0.6855670103092784,test,20_latest+demo,GFN
0.6128379677297432,0.45090715593107744,0.2625863770977295,0.5611814345991561,0.1713917525773196,test,20_latest+demo,GFN
0.6250521328867282,0.4548557671110526,0.47814056447149966,0.4190106692531523,0.5567010309278351,test,20_latest+demo,GFN
0.6230894111590444,0.4512117196134062,0.5079654073736914,0.39268121041520054,0.7190721649484536,test,20_latest+demo,GFN
0.6162367875715198,0.45007184593878086,0.4515738498789346,0.4257990867579909,0.4806701030927835,test,20_latest+demo,GFN
0.9526410310680806,0.9127342176844933,0.8087795144662455,0.8026402640264027,0.8150134048257373,train,20_latest+demo,XGB
0.952634925631257,0.9127139210760493,0.8087795144662455,0.8026402640264027,0.8150134048257373,train,20_latest+demo,XGB
0.9526652266880855,0.9127266864268877,0.8090485695276114,0.8031704095112285,0.8150134048257373,train,20_latest+demo,XGB
0.9722951105852898,0.9465399715078215,0.8513737173121483,0.8410725964682799,0.8619302949061662,train,20_latest+demo,XGB
0.9953436999128054,0.9900755985109263,0.9412157648630595,0.9380825565912118,0.9443699731903485,train,20_latest+demo,XGB
0.5564015731223295,0.3953453691201813,0.3773049645390071,0.4006024096385542,0.35656836461126007,valid,20_latest+demo,XGB
0.5626408773015236,0.3958858233797612,0.3781388478581979,0.42105263157894735,0.34316353887399464,valid,20_latest+demo,XGB
0.5338413056770612,0.3691027020114577,0.35248041775456923,0.3435114503816794,0.36193029490616624,valid,20_latest+demo,XGB
0.5448907895641352,0.3713182756864635,0.41568627450980394,0.40561224489795916,0.4262734584450402,valid,20_latest+demo,XGB
0.5654973172258343,0.3885550289821251,0.4241610738255034,0.42473118279569894,0.42359249329758714,valid,20_latest+demo,XGB
0.5671496018350776,0.39009998956018543,0.4012987012987013,0.40445026178010474,0.39819587628865977,test,20_latest+demo,XGB
0.5455217850300416,0.375149990341224,0.37935483870967746,0.3798449612403101,0.3788659793814433,test,20_latest+demo,XGB
0.5720590535274415,0.39165269686298576,0.4058338617628408,0.3995006242197253,0.41237113402061853,test,20_latest+demo,XGB
0.5626824651035489,0.39356171804114964,0.39356913183279746,0.392811296534018,0.3943298969072165,test,20_latest+demo,XGB
0.5549525427815502,0.37879122063465465,0.4010249839846252,0.39872611464968155,0.40335051546391754,test,20_latest+demo,XGB
0.7147397455796637,0.5734110174395842,0.2803030303030303,0.7275280898876404,0.17359249329758714,train,20_latest+demo+phenotypes,EBM
0.6862965505638708,0.5361689055095393,0.10999999999999999,0.8148148148148148,0.058981233243967826,train,20_latest+demo+phenotypes,EBM
